day,segment,source_kind,last_300_s_samples,co_reference_ppm,co_min_ppm,co_max_ppm,humidity_pct,temperature_c,heater_high_fraction,heater_high_n,heater_low_n,r1_high_mohm,r1_low_mohm,r8_high_mohm,r8_low_mohm
20161008_234508,37,UCI487_laboratory,976,11.11,11.11,14.5917,23.08,26.18,0.2223360655737705,217,759,0.0897,10.2863,0.1018,34.1425
20161008_234508,38,UCI487_laboratory,975,17.78,9.1223,17.78,63.24,26.3,0.22256410256410256,217,758,0.0896,6.4163,0.0989,21.0169
20161008_234508,39,UCI487_laboratory,971,4.44,4.44,11.2764,54.2885,26.2926,0.22245108135942326,216,755,0.08825,4.4759,0.10625000000000001,50.0315
20161008_234508,40,UCI487_laboratory,972,13.33,13.33,16.7343,58.8,26.3,0.22530864197530864,219,753,0.0886,2.516,0.1007,30.2074
20161008_234508,41,UCI487_laboratory,977,17.78,13.0043,17.78,26.38,26.22,0.2241555783009212,219,758,0.0888,2.6134,0.0991,21.4895
20161008_234508,42,UCI487_laboratory,980,11.11,4.8248,11.11,19.75,26.18,0.22346938775510203,219,761,0.0896,11.5386,0.1016,33.8494
20161008_234508,43,UCI487_laboratory,979,2.22,2.22,8.6416,16.39,26.18,0.2226762002042901,218,761,0.0922,45.3727,0.1106,62.0148
20161008_234508,44,UCI487_laboratory,975,13.33,13.33,13.33,30.74,26.22,0.2235897435897436,218,757,0.0922,46.1185,0.1017,30.4421
20161008_234508,45,UCI487_laboratory,971,2.22,2.22,2.22,40.88,26.26,0.2203913491246138,214,757,0.0906,36.5323,0.1118,67.7787
20161008_234508,46,UCI487_laboratory,971,15.56,15.56,15.56,18.63,26.22,0.22142121524201855,215,756,0.0914,33.6595,0.1017,26.3334
20161008_234508,47,UCI487_laboratory,982,11.11,11.11,11.11,49.2,26.3,0.225050916496945,221,761,0.0905,27.9071,0.104,37.3695
20161008_234508,48,UCI487_laboratory,971,20.0,20.0,20.0,54.7898,26.3,0.223480947476828,217,754,0.0893,6.9708000000000006,0.1002,20.6144
20161008_234508,49,UCI487_laboratory,972,20.0,20.0,20.0,40.89,26.26,0.22325102880658437,217,755,0.0891,4.6464,0.0996,18.1953
20161008_234508,50,UCI487_laboratory,971,2.22,2.22,2.22,50.22,26.3,0.22142121524201855,215,756,0.0884,7.2387999999999995,0.111,62.9816
20161008_234508,51,UCI487_laboratory,978,20.0,20.0,20.0,43.51,26.3,0.22188139059304704,217,761,0.0893,3.5222,0.0992,18.4133
20161008_234508,52,UCI487_laboratory,971,6.67,6.67,6.67,45.59,26.3,0.223480947476828,217,754,0.0886,5.796250000000001,0.105,47.0913
20161008_234508,53,UCI487_laboratory,984,17.78,17.78,17.78,67.15,26.38,0.2225609756097561,219,765,0.0887,2.4875,0.0991,20.788
20161008_234508,54,UCI487_laboratory,974,17.78,17.78,17.78,44.55,26.34,0.22279260780287474,217,757,0.0886,1.9095,0.0991,21.3045
20161008_234508,55,UCI487_laboratory,984,0.0,0.0,0.0,68.13,26.4201,0.22357723577235772,220,764,0.0877,2.5791500000000003,0.1135,53.7445
20161008_234508,56,UCI487_laboratory,973,13.33,13.33,13.33,71.96,26.46,0.22302158273381295,217,756,0.0879,1.36765,0.0997,25.5607
20161008_234508,57,UCI487_laboratory,973,6.67,6.67,6.67,56.32,26.42,0.22199383350462487,216,757,0.08805,1.3548,0.1033,38.833
20161008_234508,58,UCI487_laboratory,973,20.0,20.0,20.0,50.74,26.42,0.2250770811921891,219,754,0.0884,1.06565,0.0979,18.084200000000003
20161008_234508,59,UCI487_laboratory,980,0.0,0.0,0.0,59.81,26.46,0.22244897959183674,218,762,0.0877,1.6565500000000002,0.1121,52.3446
20161008_234508,60,UCI487_laboratory,971,8.89,8.89,8.89,28.58,26.34,0.22142121524201855,215,756,0.0882,1.6715,0.102,35.685
20161008_234508,61,UCI487_laboratory,970,4.44,4.44,4.44,32.91,26.38,0.22268041237113403,216,754,0.08845,3.5507,0.1052,46.42105
20161008_234508,62,UCI487_laboratory,971,13.33,13.33,13.33,58.82,26.46,0.22142121524201855,215,756,0.0887,3.22515,0.1001,28.7735
20161008_234508,63,UCI487_laboratory,982,2.22,2.22,2.22,25.3,26.38,0.2230142566191446,219,763,0.0886,5.1896,0.1086,53.0355
20161008_234508,64,UCI487_laboratory,972,20.0,20.0,20.0,45.6,26.42,0.2222222222222222,216,756,0.0899,4.83235,0.0981,18.6865
20161008_234508,65,UCI487_laboratory,970,6.67,6.67,6.67,59.32,26.46,0.22371134020618558,217,753,0.0888,4.9581,0.1037,41.9221
20161008_234508,66,UCI487_laboratory,977,15.56,15.56,15.56,61.79,26.46,0.2241555783009212,219,758,0.0883,2.2186500000000002,0.0996,25.2279
20161008_234508,67,UCI487_laboratory,981,4.44,4.44,4.44,27.49,26.38,0.22120285423037717,217,764,0.088,3.3386,0.1057,46.8407
20161008_234508,68,UCI487_laboratory,984,0.0,0.0,0.0,51.77,26.42,0.22357723577235772,220,764,0.08865,5.3662,0.1135,57.2171
20161008_234508,69,UCI487_laboratory,977,8.89,8.89,8.89,44.7206,26.38,0.22517911975435004,220,757,0.08865,4.0292,0.1021,35.8615
20161008_234508,70,UCI487_laboratory,974,6.67,6.67,6.67,60.8,26.46,0.22484599589322382,219,755,0.0886,3.4037,0.104,40.4129
20161008_234508,71,UCI487_laboratory,984,6.67,6.67,6.67,48.69,26.38,0.2225609756097561,219,765,0.0884,2.6874,0.1035,38.4568
20161008_234508,72,UCI487_laboratory,971,4.44,4.44,4.44,32.37,26.34,0.22142121524201855,215,756,0.0884,3.8974,0.1058,48.2257
20161008_234508,73,UCI487_laboratory,971,8.89,8.89,8.89,51.2496,26.38,0.22451081359423275,218,753,0.0888,4.6115,0.1022,37.21
20161008_234508,74,UCI487_laboratory,975,0.0,0.0,0.0,67.64,26.46,0.22153846153846155,216,759,0.08825,3.3469,0.113,54.4724
20161008_234508,75,UCI487_laboratory,978,4.44,4.44,4.44,38.26,26.34,0.2229038854805726,218,760,0.0885,2.6784499999999998,0.1056,45.1116
20161008_234508,76,UCI487_laboratory,983,8.89,8.89,8.89,49.72,26.38,0.22177009155645983,218,765,0.0885,2.9035,0.1021,34.0087
20161008_234508,77,UCI487_laboratory,977,11.11,11.11,11.11,32.91,26.3,0.22210849539406347,217,760,0.0889,3.5351,0.1011,31.5548
20161008_234508,78,UCI487_laboratory,978,6.67,6.67,6.67,36.12,26.3,0.2229038854805726,218,760,0.0892,7.5293,0.1037,41.4854
20161008_234508,79,UCI487_laboratory,975,4.44,4.44,4.44,30.75,26.3,0.22153846153846155,216,759,0.08979999999999999,13.7639,0.1061,49.7495
20161008_234508,80,UCI487_laboratory,976,11.11,11.11,11.11,64.23,26.38,0.22438524590163936,219,757,0.0895,6.9567,0.1011,31.0556
20161008_234508,81,UCI487_laboratory,972,6.67,6.67,6.67,49.21,26.34,0.2222222222222222,216,756,0.0885,4.0139,0.10389999999999999,42.5736
20161008_234508,82,UCI487_laboratory,971,8.89,8.89,8.89,29.66,26.3,0.22245108135942326,216,755,0.089,5.3463,0.1027,39.2166
20161008_234508,83,UCI487_laboratory,976,13.33,13.33,13.33,27.48,26.3,0.2223360655737705,217,759,0.0897,11.2489,0.1007,29.4232
20161008_234508,84,UCI487_laboratory,974,13.33,13.33,13.33,38.78,26.3,0.22073921971252566,215,759,0.09,15.1623,0.1007,29.303
20161008_234508,85,UCI487_laboratory,970,15.56,15.56,15.56,36.65,26.3,0.22268041237113403,216,754,0.0899,13.4702,0.1001,25.5991
20161008_234508,86,UCI487_laboratory,982,8.89,8.89,8.89,30.2,26.3,0.2219959266802444,218,764,0.09,21.177300000000002,0.1035,40.2271
20161008_234508,87,UCI487_laboratory,972,6.67,6.67,6.67,44.03,26.3,0.22119341563786007,215,757,0.0893,19.2891,0.1052,47.9632
20161008_234508,88,UCI487_laboratory,972,2.22,2.22,2.22,26.39,26.3,0.22530864197530864,219,753,0.09,23.8667,0.1116,66.6625
20161008_234508,89,UCI487_laboratory,977,0.0,0.0,0.0,63.3393,26.38,0.22210849539406347,217,760,0.0887,12.8933,0.1167,66.0689
20161008_234508,90,UCI487_laboratory,973,4.44,4.44,4.44,42.989,26.3,0.2199383350462487,214,759,0.0888,6.0082,0.1073,53.3555
20161008_234508,91,UCI487_laboratory,972,0.0,0.0,0.0,54.8,26.34,0.22119341563786007,215,757,0.0886,5.6733,0.1163,67.1654
20161008_234508,92,UCI487_laboratory,971,20.0,20.0,20.0,33.44,26.3,0.223480947476828,217,754,0.0892,3.3634,0.0991,18.4624
20161008_234508,93,UCI487_laboratory,971,20.0,20.0,20.0,20.31,26.22,0.22142121524201855,215,756,0.09,9.17255,0.0992,18.57385
20161008_234508,94,UCI487_laboratory,984,20.0,20.0,20.0,21.97,26.22,0.2225609756097561,219,765,0.0909,28.0928,0.0996,18.3239
20161008_234508,95,UCI487_laboratory,981,17.78,17.78,17.78,21.97,26.22,0.22426095820591233,220,761,0.0925,46.8426,0.101,21.8575
20161008_234508,96,UCI487_laboratory,971,17.78,17.78,17.78,47.14,26.3,0.2203913491246138,214,757,0.0906,28.1951,0.10114999999999999,23.317
20161008_234508,97,UCI487_laboratory,971,13.33,13.33,13.33,64.71,26.34,0.21936148300720906,213,758,0.0889,7.1175999999999995,0.1018,29.9763
20161008_234508,98,UCI487_laboratory,974,17.78,17.78,17.78,56.8,26.3,0.21971252566735114,214,760,0.08905,2.7773,0.1001,23.6027
20161008_234508,99,UCI487_laboratory,971,2.22,2.22,2.22,60.78,26.3,0.22245108135942326,216,755,0.0879,3.0175,0.1103,57.2171
20161010_095046,0,UCI487_laboratory,972,20.0,15.56,20.0,38.218050000000005,25.98,0.23148148148148148,225,747,0.0896,3.2831,0.0982,17.6373
20161010_095046,1,UCI487_laboratory,975,15.56,15.56,20.0,37.15,25.98,0.22974358974358974,224,751,0.08954999999999999,5.6931,0.0993,23.8281
20161010_095046,2,UCI487_laboratory,979,20.0,4.44,20.0,56.77,26.1,0.23084780388151174,226,753,0.0896,4.2996,0.0985,19.7117
20161010_095046,3,UCI487_laboratory,976,4.44,4.44,15.56,31.07315,26.06,0.2305327868852459,225,751,0.0889,6.9289,0.1058,49.415
20161010_095046,4,UCI487_laboratory,974,15.56,6.67,15.56,50.71,26.14,0.23408624229979466,228,746,0.08985,5.884,0.0997,25.3932
20161010_095046,5,UCI487_laboratory,978,6.67,2.22,6.67,29.65,26.09165,0.23210633946830267,227,751,0.0896,9.5148,0.1041,43.5025
20161010_095046,6,UCI487_laboratory,980,2.22,2.22,11.11,48.66,26.14,0.23265306122448978,228,752,0.0891,11.70485,0.1092,56.4158
20161010_095046,7,UCI487_laboratory,973,11.11,2.22,11.11,59.78,26.22,0.2312435765673176,225,748,0.0896,4.90945,0.1018,34.4405
20161010_095046,8,UCI487_laboratory,971,2.22,2.22,13.33,62.24,26.22,0.23171987641606592,225,746,0.0883,3.447,0.109,53.7445
20161010_095046,9,UCI487_laboratory,979,13.33,4.44,13.33,51.74,26.22,0.23084780388151174,226,753,0.0891,1.986,0.1001,26.7955
20161010_095046,10,UCI487_laboratory,971,4.44,4.44,6.67,25.83,26.18,0.23171987641606592,225,746,0.0889,3.93735,0.1058,49.8905
20161010_095046,11,UCI487_laboratory,971,6.67,0.0,6.67,52.26,26.26,0.23171987641606592,225,746,0.0889,5.3574,0.1038,42.24575
20161010_095046,12,UCI487_laboratory,979,0.0,0.0,15.56,51.24,26.26,0.23289070480081717,228,751,0.08885000000000001,4.8504,0.1136,59.7614
20161010_095046,13,UCI487_laboratory,976,15.56,8.89,15.56,46.6163,26.22,0.23155737704918034,226,750,0.0895,2.94765,0.0993,23.6027
20161010_095046,14,UCI487_laboratory,977,8.89,8.89,15.56,37.17,26.14,0.2323439099283521,227,750,0.0893,4.7629,0.1022,36.3407
20161010_095046,15,UCI487_laboratory,975,15.56,13.33,15.56,47.64,26.18,0.22974358974358974,224,751,0.08915000000000001,4.4106,0.0995,24.4313
20161010_095046,16,UCI487_laboratory,976,13.33,13.33,15.56,31.81,26.06,0.23155737704918034,226,750,0.0899,6.3286999999999995,0.1004,28.4496
20161010_095046,17,UCI487_laboratory,973,15.56,8.89,15.56,56.26,26.06,0.2302158273381295,224,749,0.08925,5.4682,0.0999,26.9813
20161010_095046,18,UCI487_laboratory,982,8.89,8.89,11.11,31.78,25.74,0.23014256619144602,226,756,0.08940000000000001,6.867850000000001,0.1027,38.0876
20161010_095046,19,UCI487_laboratory,971,11.11,0.0,11.11,46.54,25.62,0.22966014418125644,223,748,0.0899,8.1831,0.1016,34.6052
20161010_095046,20,UCI487_laboratory,970,0.0,0.0,15.56,50.63,25.54,0.2288659793814433,222,748,0.0888,8.500499999999999,0.1144,67.1654
20161010_095046,21,UCI487_laboratory,977,15.56,15.56,17.78,41.33,25.58,0.23336745138178097,228,749,0.0895,5.215,0.0998,24.6579
20161010_095046,22,UCI487_laboratory,984,17.78,11.11,17.78,47.6,25.82,0.2306910569105691,227,757,0.0897,4.7759,0.0991,21.4239
20161010_095046,23,UCI487_laboratory,979,11.11,0.0,11.11,67.09,26.06,0.23084780388151174,226,753,0.08875,3.5247,0.1008,30.4421
20161010_095046,24,UCI487_laboratory,983,0.0,0.0,11.11,54.76,26.06,0.2299084435401831,226,757,0.0885,2.9979,0.1135,56.7773
20161010_095046,25,UCI487_laboratory,978,11.11,11.11,13.33,58.27,26.14,0.2310838445807771,226,752,0.08865,2.0657,0.1011,31.7404
20161010_095046,26,UCI487_laboratory,984,13.33,13.33,15.56,27.46,26.06,0.23272357723577236,229,755,0.0888,2.4129,0.1002,27.2562
20161010_095046,27,UCI487_laboratory,975,15.56,15.56,17.78,42.44,26.14,0.23076923076923078,225,750,0.0893,3.9907,0.0992,24.1948
20161010_095046,28,UCI487_laboratory,974,17.78,2.22,17.78,65.66,26.22,0.23203285420944558,226,748,0.0891,2.73225,0.0981,20.1777
20161010_095046,29,UCI487_laboratory,976,2.22,2.22,2.22,38.23,26.14,0.22848360655737704,223,753,0.0887,3.7177,0.1082,53.7445
20161010_095046,30,UCI487_laboratory,973,2.22,2.22,8.89,48.67,26.22,0.22918807810894143,223,750,0.0888,4.4726,0.1083,54.073
20161010_095046,31,UCI487_laboratory,982,8.89,8.89,8.89,34.51,26.18,0.23014256619144602,226,756,0.08940000000000001,5.0599,0.1023,36.26515
20161010_095046,32,UCI487_laboratory,976,8.89,3.5115,8.89,65.19,26.26,0.22950819672131148,224,752,0.0889,4.0701,0.1018,34.3044
20161010_095046,33,UCI487_laboratory,979,0.0,0.0,9.8501,27.47,26.18,0.23084780388151174,226,753,0.0889,5.1189,0.114,62.5385
20161010_095046,34,UCI487_laboratory,971,17.78,11.03,17.78,29.65,26.18,0.23274974253347064,226,745,0.0897,8.0274,0.0989,21.5445
20161010_095046,35,UCI487_laboratory,982,4.44,4.44,8.5821,42.98,26.22,0.22912423625254583,225,757,0.0895,14.689,0.1057,48.5445
20161010_095046,36,UCI487_laboratory,981,11.11,11.11,11.11,49.69,26.18,0.2324159021406728,228,753,0.0899,8.4807,0.1016,33.4318
20161010_095046,37,UCI487_laboratory,975,11.11,11.11,14.8786,23.07,26.06,0.2317948717948718,226,749,0.08979999999999999,12.1369,0.1018,34.7436
20161010_095046,38,UCI487_laboratory,974,17.78,10.6031,17.78,62.72,26.14,0.23100616016427106,225,749,0.09,7.2232,0.099,21.0696
20161010_095046,39,UCI487_laboratory,981,4.44,4.44,9.1161,54.25,26.06,0.23343527013251783,229,752,0.0889,5.1624,0.1062,48.5445
20161010_095046,40,UCI487_laboratory,981,13.33,13.33,16.3382,58.76,26.06,0.23037716615698267,226,755,0.08865,2.8618,0.1007,29.6461
20161010_095046,41,UCI487_laboratory,976,17.78,14.3516,17.78,26.36,25.9,0.2305327868852459,225,751,0.0897,2.9339,0.0992,21.5445
20161010_095046,42,UCI487_laboratory,973,11.11,6.3894,11.11,19.73,25.9,0.2312435765673176,225,748,0.0897,13.32385,0.1017,35.1372
20161010_095046,43,UCI487_laboratory,977,2.22,2.22,10.7414,16.37,25.86,0.23132036847492324,226,751,0.0924,47.3535,0.1106,64.5356
20161010_095046,44,UCI487_laboratory,977,13.33,13.33,13.33,30.71,25.8601,0.2323439099283521,227,750,0.0925,48.5567,0.1018,30.6803
20161010_095046,45,UCI487_laboratory,974,2.22,2.22,2.22,41.36,25.86,0.23203285420944558,226,748,0.0914,39.1977,0.11185,66.0689
20161010_095046,46,UCI487_laboratory,976,15.56,15.56,15.56,18.61,25.82,0.23155737704918034,226,750,0.0915,35.3279,0.1018,25.9809
20161010_095046,47,UCI487_laboratory,977,11.11,11.11,11.11,50.16,25.86,0.23439099283520984,229,748,0.0913,29.4627,0.1041,38.6611
20161010_095046,48,UCI487_laboratory,974,20.0,20.0,20.0,55.23,25.9,0.22895277207392198,223,751,0.0899,7.7133,0.1005,20.7264
20161010_095046,49,UCI487_laboratory,976,20.0,20.0,20.0,41.36,25.84275,0.23155737704918034,226,750,0.08925,5.0882000000000005,0.0996,18.1953
20161010_095046,50,UCI487_laboratory,972,2.22,2.22,2.22,50.67,25.86,0.23045267489711935,224,748,0.0892,8.09905,0.111,63.5216
20161010_095046,51,UCI487_laboratory,978,20.0,20.0,20.0,43.45,25.82,0.2331288343558282,228,750,0.08954999999999999,4.109,0.0993,18.5946
20161010_095046,52,UCI487_laboratory,970,6.67,6.67,6.67,46.05,25.78,0.2309278350515464,224,746,0.08915000000000001,6.4955,0.105,48.2257
20161010_095046,53,UCI487_laboratory,983,17.78,17.78,17.78,66.57,25.82,0.2299084435401831,226,757,0.08935,2.9649,0.0992,21.1332
20161010_095046,54,UCI487_laboratory,975,17.78,17.78,17.78,43.97,25.74,0.22974358974358974,224,751,0.0888,2.3609,0.0992,21.6664
20161010_095046,55,UCI487_laboratory,976,0.0,0.0,0.0,67.53,25.82,0.22950819672131148,224,752,0.08815,3.2468500000000002,0.1138,58.8889
20161010_095046,56,UCI487_laboratory,975,13.33,13.33,13.33,71.36,25.82,0.23282051282051283,227,748,0.0884,1.66235,0.1,26.6121
20161010_095046,57,UCI487_laboratory,974,6.67,6.67,6.67,55.71,25.74,0.23100616016427106,225,749,0.0886,1.6651,0.1036,40.6381
20161010_095046,58,UCI487_laboratory,978,20.0,20.0,20.0,50.65,25.66,0.23006134969325154,225,753,0.0887,1.2305,0.0979,18.4133
20161010_095046,59,UCI487_laboratory,980,0.0,0.0,0.0,59.69,25.7,0.23061224489795917,226,754,0.08825,1.93625,0.11255000000000001,54.8097
20161010_095046,60,UCI487_laboratory,975,8.89,8.89,8.89,28.52,25.62,0.23076923076923078,225,750,0.0889,2.06905,0.1021,36.8637
20161010_095046,61,UCI487_laboratory,977,4.44,4.44,4.44,32.84,25.62,0.2292732855680655,224,753,0.08895,4.6077,0.1055,47.9632
20161010_095046,62,UCI487_laboratory,973,13.33,13.33,13.33,58.21,25.7,0.2312435765673176,225,748,0.0893,4.2627500000000005,0.1003,30.1019
20161010_095046,63,UCI487_laboratory,976,2.22,2.22,2.22,25.24,25.58,0.2305327868852459,225,751,0.0891,7.0989,0.109,57.2171
20161010_095046,64,UCI487_laboratory,973,20.0,20.0,20.0,44.99,25.62,0.22918807810894143,223,750,0.0899,6.3769,0.0984,19.4093
20161010_095046,65,UCI487_laboratory,977,6.67,6.67,6.67,58.7,25.66,0.2323439099283521,227,750,0.0892,6.64465,0.1041,43.5025
20161010_095046,66,UCI487_laboratory,982,15.56,15.56,15.56,61.18,25.66,0.23116089613034624,227,755,0.0888,3.0211,0.0997,26.3334
20161010_095046,67,UCI487_laboratory,972,4.44,4.44,4.44,27.43,25.58,0.23045267489711935,224,748,0.0888,4.42345,0.1061,51.162800000000004
20161010_095046,68,UCI487_laboratory,984,0.0,0.0,0.0,51.16,25.62,0.22764227642276422,224,760,0.08905,7.1537,0.1142,59.7614
20161010_095046,69,UCI487_laboratory,971,8.89,8.89,8.89,44.46,25.58,0.23069001029866118,224,747,0.0892,5.198,0.1025,38.4568
20161010_095046,70,UCI487_laboratory,975,6.67,6.67,6.67,60.18,25.62,0.23076923076923078,225,750,0.0889,4.60975,0.1042,43.0331
20161010_095046,71,UCI487_laboratory,971,6.67,6.67,6.67,48.0042,25.58,0.23274974253347064,226,745,0.08865,3.7645,0.1038,43.2879
20161010_095046,72,UCI487_laboratory,974,4.44,4.44,4.44,32.3,25.58,0.22895277207392198,223,751,0.0889,5.6778,0.1061,50.3742
20161010_095046,73,UCI487_laboratory,971,8.89,8.89,8.89,50.64,25.5801,0.2286302780638517,222,749,0.0891,5.9438,0.1026,39.2166
20161010_095046,74,UCI487_laboratory,974,0.0,0.0,0.0,67.5,25.66,0.2299794661190965,224,750,0.0886,4.468999999999999,0.1136,58.4235
20161010_095046,75,UCI487_laboratory,980,4.44,4.44,4.44,38.17,25.54,0.23061224489795917,226,754,0.0888,3.4844999999999997,0.106,47.3955
20161010_095046,76,UCI487_laboratory,977,8.89,8.89,8.89,49.61,25.54,0.23029682702149437,225,752,0.0891,3.79135,0.1025,37.11515
20161010_095046,77,UCI487_laboratory,976,11.11,11.11,11.11,32.83,25.5,0.2305327868852459,225,751,0.0895,4.7065,0.1013,33.1505
20161010_095046,78,UCI487_laboratory,983,6.67,6.67,6.67,36.04,25.5,0.23092573753814852,227,756,0.0893,9.93425,0.1041,42.823
20161010_095046,79,UCI487_laboratory,970,4.44,4.44,4.44,30.68,25.5,0.22989690721649483,223,747,0.0899,17.469,0.1065,53.3555
20161010_095046,80,UCI487_laboratory,972,11.11,11.11,11.11,64.1,25.58,0.23148148148148148,225,747,0.0899,8.8948,0.1013,32.999
20161010_095046,81,UCI487_laboratory,974,6.67,6.67,6.67,49.61,25.54,0.22895277207392198,223,751,0.0891,5.459,0.1042,44.2479
20161010_095046,82,UCI487_laboratory,976,8.89,8.89,8.89,29.59,25.46,0.23258196721311475,227,749,0.0896,6.915,0.1031,40.2271
20161010_095046,83,UCI487_laboratory,975,13.33,13.33,13.33,27.42,25.46,0.23076923076923078,225,750,0.0902,14.48425,0.1011,30.6803
20161010_095046,84,UCI487_laboratory,982,13.33,13.33,13.33,38.69,25.5,0.23014256619144602,226,756,0.0905,19.0685,0.101,29.7485
20161010_095046,85,UCI487_laboratory,976,15.56,15.56,15.56,37.11,25.5,0.23155737704918034,226,750,0.09029999999999999,16.5246,0.1005,26.1161
20161010_095046,86,UCI487_laboratory,970,8.89,8.89,8.89,30.14,25.5,0.22989690721649483,223,747,0.0901,24.7139,0.1037,43.2879
20161010_095046,87,UCI487_laboratory,981,6.67,6.67,6.67,43.94,25.5,0.22935779816513763,225,756,0.0901,23.621,0.1055,48.2257
20161010_095046,88,UCI487_laboratory,979,2.22,2.22,2.22,26.33,25.42,0.22982635342185903,225,754,0.0897,27.99995,0.112,65.0072
20161010_095046,89,UCI487_laboratory,971,0.0,0.0,0.0,63.11,25.54,0.2286302780638517,222,749,0.0896,16.8855,0.1171,71.3599
20161010_095046,90,UCI487_laboratory,977,4.44,4.44,4.44,42.89,25.5,0.2292732855680655,224,753,0.089,8.276,0.10765,54.073
20161010_095046,91,UCI487_laboratory,976,0.0,0.0,0.0,54.68,25.5,0.2346311475409836,229,747,0.0889,7.8589,0.1167,68.2983
20161010_095046,92,UCI487_laboratory,975,20.0,20.0,20.0,33.6913,25.46,0.22974358974358974,224,751,0.0895,4.3274,0.0993,18.7371
20161010_095046,93,UCI487_laboratory,973,20.0,20.0,20.0,20.81,25.3,0.22918807810894143,223,750,0.0902,11.0943,0.0995,18.8731
20161010_095046,94,UCI487_laboratory,979,20.0,20.0,20.0,21.9,25.14,0.23084780388151174,226,753,0.09185,31.3207,0.1,18.9245
20161010_095046,95,UCI487_laboratory,980,17.78,17.78,17.78,21.91,25.26,0.22653061224489796,222,758,0.09305,49.383700000000005,0.1011,22.4388
20161010_095046,96,UCI487_laboratory,975,17.78,17.78,17.78,47.55,25.42,0.22974358974358974,224,751,0.09135,32.6299,0.1015,23.8952
20161010_095046,97,UCI487_laboratory,973,13.33,13.33,13.33,65.55,25.54,0.2312435765673176,225,748,0.09,9.744900000000001,0.1021,30.867
20161010_095046,98,UCI487_laboratory,972,17.78,17.78,17.78,57.69,25.62,0.2294238683127572,223,749,0.0892,3.4889,0.1003,24.2777
20161010_095046,99,UCI487_laboratory,971,2.22,2.22,2.22,61.67,25.74,0.22966014418125644,223,748,0.0883,3.5383500000000003,0.1106,59.2824
20161011_113032,0,UCI487_laboratory,975,20.0,15.56,20.0,39.25,25.78,0.23282051282051283,227,748,0.0895,2.1163,0.0986,18.392899999999997
20161011_113032,1,UCI487_laboratory,971,15.56,15.56,20.0,37.67,25.86,0.23171987641606592,225,746,0.0895,3.6487,0.0996,25.3932
20161011_113032,2,UCI487_laboratory,976,20.0,4.44,20.0,57.25,25.98,0.23258196721311475,227,749,0.0893,3.2448,0.0986,20.954
20161011_113032,3,UCI487_laboratory,973,4.44,4.44,15.56,31.8,25.98,0.2312435765673176,225,748,0.0891,5.51515,0.1061,51.311
20161011_113032,4,UCI487_laboratory,970,15.56,6.67,15.56,50.7,26.06,0.2309278350515464,224,746,0.08954999999999999,4.9388000000000005,0.09975,26.6536
20161011_113032,5,UCI487_laboratory,981,6.67,2.22,6.67,29.64,25.98,0.22833843017329256,224,757,0.08915000000000001,8.0176,0.1043,44.7437
20161011_113032,6,UCI487_laboratory,971,2.22,2.22,11.11,48.65,26.06,0.23171987641606592,225,746,0.0895,10.865549999999999,0.1096,59.7614
20161011_113032,7,UCI487_laboratory,976,11.11,2.22,11.11,59.26,26.1,0.2336065573770492,228,748,0.08940000000000001,5.010199999999999,0.102,34.9112
20161011_113032,8,UCI487_laboratory,981,2.22,2.22,13.33,61.73,26.06,0.23037716615698267,226,755,0.0883,3.5267,0.1095,51.9752
20161011_113032,9,UCI487_laboratory,971,13.33,4.44,13.33,51.21,26.02,0.23480947476828012,228,743,0.08895,2.2432,0.1004,28.5631
20161011_113032,10,UCI487_laboratory,980,4.44,4.44,6.67,25.26,25.89155,0.2316326530612245,227,753,0.0887,4.1931,0.1062,49.1397
20161011_113032,11,UCI487_laboratory,971,6.67,0.0,6.67,51.9734,25.9,0.23274974253347064,226,745,0.08940000000000001,6.096,0.1042,44.2479
20161011_113032,12,UCI487_laboratory,971,0.0,0.0,15.56,50.67,25.86,0.23171987641606592,225,746,0.0888,5.55505,0.1145,65.29464999999999
20161011_113032,13,UCI487_laboratory,977,15.56,8.89,15.56,46.55,25.7,0.2292732855680655,224,753,0.089,3.4146,0.0996,24.5017
20161011_113032,14,UCI487_laboratory,984,8.89,8.89,15.56,37.13,25.66,0.23272357723577236,229,755,0.0895,5.5104,0.1025,37.21
20161011_113032,15,UCI487_laboratory,977,15.56,13.33,15.56,48.11,25.82,0.23132036847492324,226,751,0.08925,5.0698,0.0996,25.3932
20161011_113032,16,UCI487_laboratory,984,13.33,13.33,15.56,31.8,25.9,0.23170731707317074,228,756,0.0899,6.8471,0.1006,28.821849999999998
20161011_113032,17,UCI487_laboratory,978,15.56,8.89,15.56,57.76,26.06,0.23210633946830267,227,751,0.0895,5.8654,0.1,27.1697
20161011_113032,18,UCI487_laboratory,971,8.89,8.89,11.11,31.81,26.0322,0.23069001029866118,224,747,0.08925,6.6927,0.1027,40.2271
20161011_113032,19,UCI487_laboratory,971,11.11,0.0,11.11,47.63,26.1,0.23274974253347064,226,745,0.08965000000000001,7.4619,0.1015,34.7436
20161011_113032,20,UCI487_laboratory,971,0.0,0.0,15.56,51.22,26.14,0.23583934088568487,229,742,0.0891,7.349,0.1144,66.0689
20161011_113032,21,UCI487_laboratory,983,15.56,15.56,17.78,41.4,26.14,0.23296032553407936,229,754,0.0893,4.2993,0.0997,24.1261
