trial,configuration,split,mode,source,method,sensor,threshold,control,false_events,false_file,pre_release_seeded_events,detected,detected_within_60_s,first_detection_s,delay_s,already_g2_at_release,invalid_seconds,g1_before_count,g1_after_count
077_Et_n_Me_L,n/Me/L,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
078_Et_n_CO_H,n/CO/H,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,79,19,0,0,0,1
080_Et_L_CO_n,L/CO/n,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,77,17,0,0,0,1
081_Et_n_Me_M,n/Me/M,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
086_Et_L_CO_M,L/CO/M,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
087_Et_M_Me_H,M/Me/H,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
098_Et_H_CO_n,H/CO/n,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,131,71,0,0,0,1
105_Et_L_Me_L,L/Me/L,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,207,147,0,0,0,1
113_Et_L_Me_n,L/Me/n,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,195,135,0,0,0,1
126_Et_H_CO_M,H/CO/M,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
131_Et_n_Me_H,n/Me/H,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
133_Et_L_Me_H,L/Me/H,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,74,14,0,0,0,1
134_Et_H_CO_H,H/CO/H,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,122,62,0,0,0,1
136_Et_L_CO_H,L/CO/H,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,163,103,0,0,0,1
140_Et_H_CO_L,H/CO/L,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
141_Et_M_Me_L,M/Me/L,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,79,19,0,0,0,1
149_Et_H_Me_H,H/Me/H,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,65,5,0,0,0,1
154_Et_M_CO_L,M/CO/L,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,121,61,0,0,0,1
161_Et_M_Me_n,M/Me/n,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,71,11,0,0,0,1
178_Et_n_CO_L,n/CO/L,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
002_Et_H_CO_H,H/CO/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
007_Et_L_Me_L,L/Me/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,228,168,0,0,0,1
008_Et_H_CO_L,H/CO/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,131,71,0,0,0,1
009_Et_M_Me_L,M/Me/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
011_Et_n_Me_L,n/Me/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,210,150,0,0,0,1
012_Et_n_CO_H,n/CO/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,98,38,0,0,0,1
014_Et_L_CO_n,L/CO/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
019_Et_M_Me_H,M/Me/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,231,171,0,0,0,1
022_Et_M_CO_L,M/CO/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
027_Et_M_Me_M,M/Me/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,238,178,0,0,0,1
028_Et_H_CO_M,H/CO/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,195,135,0,0,0,1
033_Et_L_Me_H,L/Me/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
035_Et_H_Me_n,H/Me/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
036_Et_L_CO_H,L/CO/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
039_Et_L_Me_L,L/Me/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,1
041_Et_M_Me_L,M/Me/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,107,47,0,0,0,1
042_Et_L_CO_n,L/CO/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,71,11,0,0,0,1
043_Et_n_Me_M,n/Me/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
046_Et_n_CO_H,n/CO/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,229,169,0,0,0,1
051_Et_H_Me_H,H/Me/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,121,61,0,0,0,1
053_Et_M_Me_H,M/Me/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,113,53,0,0,0,1
054_Et_M_CO_L,M/CO/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,218,158,0,0,0,1
058_Et_M_CO_H,M/CO/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
061_Et_M_Me_n,M/Me/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,136,76,0,0,0,1
062_Et_n_CO_L,n/CO/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
070_Et_L_CO_H,L/CO/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
074_Et_H_CO_L,H/CO/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,141,81,0,0,0,1
079_Et_L_Me_n,L/Me/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
082_Et_L_CO_L,L/CO/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,112,52,0,0,0,1
083_Et_H_Me_H,H/Me/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,221,161,0,0,0,1
084_Et_L_CO_M,L/CO/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,82,22,0,0,0,1
090_Et_n_CO_M,n/CO/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
091_Et_n_Me_H,n/Me/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,204,144,0,0,0,1
094_Et_H_CO_M,H/CO/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,196,136,0,0,0,1
095_Et_M_Me_n,M/Me/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,220,160,0,0,0,1
099_Et_L_Me_H,L/Me/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,206,146,0,0,0,1
103_Et_L_Me_M,L/Me/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,212,152,0,0,0,1
109_Et_H_Me_L,H/Me/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
110_Et_M_CO_n,M/CO/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,138,78,0,0,0,1
116_Et_L_CO_L,L/CO/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,133,73,0,0,0,1
118_Et_L_CO_M,L/CO/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,141,81,0,0,0,1
125_Et_M_Me_M,M/Me/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,124,64,0,0,0,1
128_Et_n_CO_L,n/CO/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,240,180,0,0,0,1
129_Et_H_Me_M,H/Me/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,69,9,0,0,0,1
132_Et_H_CO_n,H/CO/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,156,96,0,0,0,1
135_Et_H_Me_n,H/Me/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,71,11,0,0,0,1
138_Et_M_CO_M,M/CO/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,126,66,0,0,0,1
145_Et_L_Me_n,L/Me/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,65,5,0,0,0,1
147_Et_n_Me_M,n/Me/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,79,19,0,0,0,1
155_Et_H_Me_L,H/Me/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,1,1,0,0,0,,,1,0,1,0
156_Et_n_CO_M,n/CO/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,89,29,0,0,0,1
157_Et_n_Me_H,n/Me/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,70,10,0,0,0,1
158_Et_M_CO_H,M/CO/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,118,58,0,0,0,1
163_Et_H_Me_M,H/Me/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,70,10,0,0,0,1
164_Et_H_CO_n,H/CO/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,159,99,0,0,0,1
166_Et_H_CO_H,H/CO/H,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
169_Et_L_Me_M,L/Me/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,74,14,0,0,0,1
170_Et_M_CO_M,M/CO/M,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,74,14,0,0,0,1
176_Et_M_CO_n,M/CO/n,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,149,89,0,0,0,1
177_Et_n_Me_L,n/Me/L,test,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,118,58,0,0,0,1
006_Et_M_CO_M,M/CO/M,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,88,28,0,0,0,1
026_Et_M_CO_H,M/CO/H,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,83,23,0,0,0,1
031_Et_H_Me_M,H/Me/M,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,87,27,0,0,0,1
037_Et_L_Me_M,L/Me/M,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,90,30,0,0,0,1
044_Et_M_CO_n,M/CO/n,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,0,121,61,0,0,0,1
055_Et_H_Me_L,H/Me/L,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,91,31,0,0,0,1
056_Et_n_CO_M,n/CO/M,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,85,25,0,0,0,1
059_Et_M_Me_M,M/Me/M,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,93,33,0,0,0,1
064_Et_L_CO_L,L/CO/L,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,97,37,0,0,0,1
069_Et_H_Me_n,H/Me/n,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,86,26,0,0,0,1
077_Et_n_Me_L,n/Me/L,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
078_Et_n_CO_H,n/CO/H,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,83,23,0,0,0,1
080_Et_L_CO_n,L/CO/n,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,0,134,74,0,0,0,3
081_Et_n_Me_M,n/Me/M,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,0,123,63,0,0,0,1
086_Et_L_CO_M,L/CO/M,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,91,31,0,0,0,1
087_Et_M_Me_H,M/Me/H,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,86,26,0,0,0,1
098_Et_H_CO_n,H/CO/n,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,94,34,0,0,0,1
105_Et_L_Me_L,L/Me/L,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
113_Et_L_Me_n,L/Me/n,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
126_Et_H_CO_M,H/CO/M,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,84,24,0,0,0,1
131_Et_n_Me_H,n/Me/H,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,91,31,0,0,0,1
133_Et_L_Me_H,L/Me/H,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,94,34,0,0,0,1
134_Et_H_CO_H,H/CO/H,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,84,24,0,0,0,1
136_Et_L_CO_H,L/CO/H,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,84,24,0,0,0,1
140_Et_H_CO_L,H/CO/L,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,86,26,0,0,0,1
141_Et_M_Me_L,M/Me/L,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,117,57,0,0,0,1
149_Et_H_Me_H,H/Me/H,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,94,34,0,0,0,1
154_Et_M_CO_L,M/CO/L,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,87,27,0,0,0,1
161_Et_M_Me_n,M/Me/n,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
178_Et_n_CO_L,n/CO/L,validation,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,100,40,0,0,0,1
002_Et_H_CO_H,H/CO/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,85,25,0,0,0,1
007_Et_L_Me_L,L/Me/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,98,38,0,0,0,1
008_Et_H_CO_L,H/CO/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,89,29,0,0,0,1
009_Et_M_Me_L,M/Me/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,91,31,0,0,0,1
011_Et_n_Me_L,n/Me/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,0,136,76,0,0,0,1
012_Et_n_CO_H,n/CO/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,86,26,0,0,0,1
014_Et_L_CO_n,L/CO/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,0,163,103,0,0,0,2
019_Et_M_Me_H,M/Me/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,84,24,0,0,0,1
022_Et_M_CO_L,M/CO/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,84,24,0,0,0,1
027_Et_M_Me_M,M/Me/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,90,30,0,0,0,1
028_Et_H_CO_M,H/CO/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,87,27,0,0,0,1
033_Et_L_Me_H,L/Me/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,86,26,0,0,0,1
035_Et_H_Me_n,H/Me/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,85,25,0,0,0,1
036_Et_L_CO_H,L/CO/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,83,23,0,0,0,1
039_Et_L_Me_L,L/Me/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,92,32,0,0,0,1
041_Et_M_Me_L,M/Me/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,90,30,0,0,0,1
042_Et_L_CO_n,L/CO/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
043_Et_n_Me_M,n/Me/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,92,32,0,0,0,1
046_Et_n_CO_H,n/CO/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,83,23,0,0,0,1
051_Et_H_Me_H,H/Me/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,88,28,0,0,0,1
053_Et_M_Me_H,M/Me/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,88,28,0,0,0,1
054_Et_M_CO_L,M/CO/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,89,29,0,0,0,1
058_Et_M_CO_H,M/CO/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,83,23,0,0,0,1
061_Et_M_Me_n,M/Me/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,93,33,0,0,0,1
062_Et_n_CO_L,n/CO/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,91,31,0,0,0,1
070_Et_L_CO_H,L/CO/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,81,21,0,0,0,1
074_Et_H_CO_L,H/CO/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,86,26,0,0,0,1
079_Et_L_Me_n,L/Me/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,98,38,0,0,0,1
082_Et_L_CO_L,L/CO/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,89,29,0,0,0,1
083_Et_H_Me_H,H/Me/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,86,26,0,0,0,1
084_Et_L_CO_M,L/CO/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,84,24,0,0,0,1
090_Et_n_CO_M,n/CO/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,87,27,0,0,0,1
091_Et_n_Me_H,n/Me/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,96,36,0,0,0,1
094_Et_H_CO_M,H/CO/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,85,25,0,0,0,1
095_Et_M_Me_n,M/Me/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,115,55,0,0,0,7
099_Et_L_Me_H,L/Me/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,92,32,0,0,0,1
103_Et_L_Me_M,L/Me/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,116,56,0,0,0,1
109_Et_H_Me_L,H/Me/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,92,32,0,0,0,1
110_Et_M_CO_n,M/CO/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,98,38,0,0,0,1
116_Et_L_CO_L,L/CO/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,89,29,0,0,0,1
118_Et_L_CO_M,L/CO/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,92,32,0,0,0,1
125_Et_M_Me_M,M/Me/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,97,37,0,0,0,1
128_Et_n_CO_L,n/CO/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,90,30,0,0,0,4
129_Et_H_Me_M,H/Me/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,95,35,0,0,0,1
132_Et_H_CO_n,H/CO/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,94,34,0,0,0,1
135_Et_H_Me_n,H/Me/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
138_Et_M_CO_M,M/CO/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,88,28,0,0,0,1
145_Et_L_Me_n,L/Me/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
147_Et_n_Me_M,n/Me/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,103,43,0,0,0,1
155_Et_H_Me_L,H/Me/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,109,49,0,0,0,1
156_Et_n_CO_M,n/CO/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,92,32,0,0,0,1
157_Et_n_Me_H,n/Me/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,96,36,0,0,0,1
158_Et_M_CO_H,M/CO/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,86,26,0,0,0,1
163_Et_H_Me_M,H/Me/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,96,36,0,0,0,1
164_Et_H_CO_n,H/CO/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,90,30,0,0,0,1
166_Et_H_CO_H,H/CO/H,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,83,23,0,0,0,1
169_Et_L_Me_M,L/Me/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,93,33,0,0,0,1
170_Et_M_CO_M,M/CO/M,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,91,31,0,0,0,1
176_Et_M_CO_n,M/CO/n,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,1,1,97,37,0,0,0,1
177_Et_n_Me_L,n/Me/L,test,B,gas,single,2,2.3326138765232254,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
002_Et_H_CO_H,H/CO/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
007_Et_L_Me_L,L/Me/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
008_Et_H_CO_L,H/CO/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
009_Et_M_Me_L,M/Me/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
011_Et_n_Me_L,n/Me/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
012_Et_n_CO_H,n/CO/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
014_Et_L_CO_n,L/CO/n,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
019_Et_M_Me_H,M/Me/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
022_Et_M_CO_L,M/CO/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
027_Et_M_Me_M,M/Me/M,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
028_Et_H_CO_M,H/CO/M,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
033_Et_L_Me_H,L/Me/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
035_Et_H_Me_n,H/Me/n,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
036_Et_L_CO_H,L/CO/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
039_Et_L_Me_L,L/Me/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
041_Et_M_Me_L,M/Me/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
042_Et_L_CO_n,L/CO/n,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
043_Et_n_Me_M,n/Me/M,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
046_Et_n_CO_H,n/CO/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
051_Et_H_Me_H,H/Me/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
053_Et_M_Me_H,M/Me/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
054_Et_M_CO_L,M/CO/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
058_Et_M_CO_H,M/CO/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
061_Et_M_Me_n,M/Me/n,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
062_Et_n_CO_L,n/CO/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
070_Et_L_CO_H,L/CO/H,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
074_Et_H_CO_L,H/CO/L,test,B,gas,single,2,2.3326138765232254,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
